raceId,driverId,stop,lap,time,duration,milliseconds
1052,815,1,2,18:11:56,23.993,23993
1052,842,1,4,18:16:14,38.338,38338
1052,4,1,11,18:27:32,24.373,24373
1052,846,1,12,18:29:05,24.899,24899
1052,844,1,12,18:29:06,24.925,24925
1052,840,1,12,18:29:09,24.884,24884
1052,841,1,12,18:29:14,31.998,31998
1052,1,1,13,18:30:29,24.839,24839
1052,817,1,13,18:30:45,24.688,24688
1052,8,1,13,18:30:52,24.107,24107
1052,839,1,13,18:30:55,25.226,25226
1052,847,1,13,18:31:02,24.621,24621
1052,849,1,14,18:32:44,26.046,26046
1052,854,1,14,18:32:58,25.798,25798
1052,832,1,15,18:34:04,24.353,24353
1052,852,1,15,18:34:12,25.046,25046
1052,822,1,16,18:35:24,24.262,24262
1052,830,1,17,18:36:54,24.767,24767
1052,815,2,19,18:40:35,24.105,24105
1052,842,2,19,18:41:17,24.317,24317
1052,20,1,24,18:49:08,24.626,24626
1052,1,2,28,18:54:40,24.076,24076
1052,840,2,28,18:55:23,25.525,25525
1052,8,2,29,18:57:06,24.046,24046
1052,4,2,29,18:57:13,24.775,24775
1052,822,2,30,18:57:58,32.897,32897
1052,841,2,30,18:58:53,24.223,24223
1052,839,2,31,19:00:29,24.471,24471
1052,844,2,32,19:01:40,24.176,24176
1052,817,2,32,19:01:44,24.655,24655
1052,849,2,32,19:02:32,23.983,23983
1052,846,2,33,19:03:11,25.640,25640
1052,852,2,33,19:03:36,24.328,24328
1052,854,2,33,19:04:27,25.343,25343
1052,847,2,36,19:08:48,24.248,24248
1052,832,2,37,19:09:53,24.341,24341
1052,815,3,38,19:11:20,24.191,24191
1052,830,2,39,19:12:13,23.848,23848
1052,842,3,39,19:13:55,24.983,24983
1052,822,3,54,19:36:21,24.566,24566
1053,839,1,1,15:05:16,30.866,30866
1053,20,1,3,15:10:09,32.024,32024
1053,854,1,5,15:15:11,51.007,51007
1053,853,1,12,15:27:20,31.168,31168
1053,842,1,14,15:30:10,31.068,31068
1053,20,2,20,15:39:11,31.184,31184
1053,854,2,21,15:41:24,32.479,32479
1053,20,3,22,15:42:52,39.502,39502
1053,853,2,23,15:45:20,31.500,31500
1053,852,1,25,15:46:39,30.696,30696
1053,847,1,26,15:47:53,29.983,29983
1053,8,1,26,15:47:55,30.280,30280
1053,830,1,27,15:47:59,29.809,29809
1053,842,2,26,15:48:45,32.277,32277
1053,832,1,27,15:48:51,30.856,30856
1053,817,1,27,15:48:57,34.340,34340
1053,840,1,27,15:49:16,31.138,31138
1053,1,1,28,15:49:27,32.112,32112
1053,841,1,27,15:49:32,32.299,32299
1053,839,2,27,15:49:42,30.652,30652
1053,844,1,28,15:49:43,31.002,31002
1053,815,1,28,15:49:58,44.608,44608
1053,846,1,28,15:50:11,30.654,30654
1053,822,1,28,15:50:46,30.167,30167
1053,4,1,28,15:51:18,30.864,30864
1053,1,2,31,15:55:30,38.198,38198
1053,839,3,31,15:56:23,30.701,30701
1053,830,2,33,15:58:11,27:01.361,1621361
1053,840,2,32,15:58:13,24:52.090,1492090
1053,8,2,32,15:58:16,24:52.612,1492612
1053,1,3,32,15:58:17,24:54.731,1494731
1053,854,3,31,15:58:20,25:21.462,1521462
1053,852,2,32,15:58:24,24:51.384,1491384
1053,841,2,32,15:58:26,24:56.541,1496541
1053,844,2,33,15:58:28,26:49.484,1609484
1053,4,2,32,15:58:37,24:48.372,1488372
1053,839,4,32,15:58:48,24:38.974,1478974
1053,853,3,31,15:58:57,24:46.154,1486154
1053,846,2,33,15:59:06,26:24.953,1584953
1053,815,2,33,15:59:11,26:21.158,1581158
1053,832,2,33,15:59:14,26:22.211,1582211
1053,842,3,32,15:59:18,24:13.539,1453539
1053,20,4,32,15:59:21,24:12.323,1452323
1053,817,2,33,15:59:25,26:14.827,1574827
1053,840,3,33,16:24:36,1:05.390,65390
1053,8,3,33,16:24:42,1:02.892,62892
1053,1,4,33,16:24:48,1:05.870,65870
1053,852,3,33,16:24:52,1:03.280,63280
1053,841,3,33,16:24:58,1:00.172,60172
1053,4,3,33,16:25:04,57.601,57601
1053,839,5,33,16:25:06,56.733,56733
1053,842,4,33,16:25:09,56.083,56083
1053,20,5,33,16:25:15,52.043,52043
1053,854,4,32,16:25:16,51.222,51222
1053,853,4,32,16:25:22,49.729,49729
1053,841,4,40,16:36:13,29.742,29742
1054,822,1,2,15:06:11,21.377,21377
1054,1,1,2,15:06:13,22.426,22426
1054,830,1,2,15:06:14,22.718,22718
1054,832,1,2,15:06:16,22.029,22029
1054,815,1,2,15:06:18,21.890,21890
1054,846,1,2,15:06:19,21.407,21407
1054,839,1,2,15:06:21,21.275,21275
1054,844,1,2,15:06:23,21.323,21323
1054,842,1,2,15:06:24,21.353,21353
1054,20,1,2,15:06:26,21.398,21398
1054,847,1,2,15:06:27,23.532,23532
1054,841,1,2,15:06:29,22.485,22485
1054,817,1,2,15:06:31,21.965,21965
1054,4,1,2,15:06:34,21.452,21452
1054,852,1,2,15:06:36,22.266,22266
1054,840,1,2,15:06:37,22.264,22264
1054,849,1,2,15:06:39,21.970,21970
1054,854,1,2,15:06:40,22.019,22019
1054,853,1,2,15:06:42,21.372,21372
1054,822,2,3,15:08:34,22.072,22072
1054,1,2,3,15:08:36,22.164,22164
1054,830,2,3,15:08:37,22.104,22104
1054,832,2,3,15:08:38,22.244,22244
1054,815,2,3,15:08:39,22.100,22100
1054,846,2,3,15:08:40,22.551,22551
1054,839,2,3,15:08:42,22.240,22240
1054,844,2,3,15:08:43,22.587,22587
1054,842,2,3,15:08:45,22.319,22319
1054,20,2,3,15:08:48,21.750,21750
1054,847,2,3,15:08:48,22.755,22755
1054,841,2,3,15:08:50,22.669,22669
1054,817,2,3,15:08:51,22.355,22355
1054,4,2,3,15:08:53,21.621,21621
1054,852,2,3,15:08:55,22.542,22542
1054,840,2,3,15:08:57,22.176,22176
1054,849,2,3,15:08:58,21.730,21730
1054,854,2,3,15:09:00,21.454,21454
1054,853,2,3,15:09:01,21.404,21404
1054,832,3,21,15:36:07,25.892,25892
1054,852,3,21,15:36:23,26.202,26202
1054,846,3,22,15:37:29,26.952,26952
1054,839,3,22,15:37:35,27.033,27033
1054,20,3,22,15:37:40,26.620,26620
1054,841,3,22,15:37:41,26.729,26729
1054,842,3,24,15:40:23,26.172,26172
1054,849,3,24,15:40:50,26.595,26595
1054,844,3,25,15:41:44,27.082,27082
1054,847,3,28,15:46:30,26.843,26843
1054,853,3,31,15:50:54,27.186,27186
1054,854,3,32,15:52:09,27.245,27245
1054,830,3,35,15:55:06,26.743,26743
1054,822,3,36,15:56:27,26.938,26938
1054,1,3,37,15:57:46,26.907,26907
1054,840,3,39,16:01:22,26.027,26027
1054,4,3,40,16:02:37,26.442,26442
1054,817,3,41,16:03:56,28.639,28639
1054,853,4,43,16:08:31,26.984,26984
1054,815,3,51,16:17:18,26.607,26607
1054,822,4,63,16:33:39,26.573,26573
1054,830,4,64,16:34:55,26.319,26319
1055,841,1,8,15:15:06,54.673,54673
1055,847,1,9,15:17:07,23.814,23814
1055,849,1,9,15:17:10,26.672,26672
1055,842,1,18,15:30:37,28.042,28042
1055,4,1,21,15:34:51,22.043,22043
1055,20,1,21,15:34:52,23.087,23087
1055,832,1,22,15:36:10,21.779,21779
1055,840,1,22,15:36:15,21.756,21756
1055,853,1,22,15:36:40,23.098,23098
1055,822,1,23,15:37:18,22.311,22311
1055,839,1,23,15:37:33,22.798,22798
1055,846,1,23,15:37:35,21.864,21864
1055,854,1,23,15:37:59,24.006,24006
1055,830,1,24,15:38:32,23.565,23565
1055,817,1,25,15:40:16,22.406,22406
1055,815,1,27,15:43:06,22.382,22382
1055,849,2,27,15:43:32,21.424,21424
1055,1,1,28,15:44:07,22.220,22220
1055,844,1,28,15:44:20,21.613,21613
1055,847,2,28,15:44:52,21.919,21919
1055,8,1,37,15:57:41,21.572,21572
1055,20,2,38,15:59:08,21.973,21973
1055,840,2,39,16:00:28,21.432,21432
1055,841,2,39,16:00:52,22.871,22871
1055,1,2,42,16:03:32,22.078,22078
1055,853,2,42,16:05:36,22.502,22502
1055,817,2,46,16:09:49,21.762,21762
1055,832,2,46,16:09:50,21.856,21856
1055,842,2,47,16:11:47,26.065,26065
1055,849,3,50,16:16:19,22.405,22405
1055,854,2,50,16:16:33,22.310,22310
1055,846,2,51,16:17:08,22.467,22467
1055,822,2,53,16:18:52,21.638,21638
1055,815,2,57,16:24:55,21.345,21345
1055,844,2,58,16:26:05,22.292,22292
1055,830,2,60,16:28:18,21.592,21592
1055,4,2,61,16:31:41,23.479,23479
1056,1,1,29,15:40:07,23.783,23783
1056,846,1,30,15:41:20,23.874,23874
1056,842,1,30,15:41:23,24.428,24428
1056,20,1,31,15:42:42,24.369,24369
1056,847,1,31,15:43:46,23.928,23928
1056,832,1,32,15:43:47,24.150,24150
1056,841,1,33,15:45:42,24.521,24521
1056,830,1,34,15:46:10,23.746,23746
1056,815,1,35,15:47:44,24.548,24548
1056,853,1,34,15:48:25,25.202,25202
1056,817,1,36,15:49:52,24.715,24715
1056,839,1,37,15:50:48,23.935,23935
1056,854,1,37,15:52:43,24.797,24797
1056,8,1,43,15:58:41,24.077,24077
1056,849,1,43,15:59:23,23.703,23703
1056,4,1,45,16:01:34,23.803,23803
1056,840,1,58,16:17:28,23.474,23474
1056,852,1,64,16:26:09,24.430,24430
1056,1,2,67,16:28:48,24.244,24244
1057,847,1,1,16:06:06,19.970,19970
1057,841,1,2,16:07:56,20.402,20402
1057,4,1,7,16:16:54,20.168,20168
1057,846,1,7,16:16:56,20.533,20533
1057,854,1,8,16:19:00,22.440,22440
1057,844,1,9,16:20:20,19.836,19836
1057,852,1,9,16:20:28,20.253,20253
1057,849,1,9,16:20:47,22.149,22149
1057,853,1,9,16:20:57,21.759,21759
1057,832,1,10,16:22:11,20.064,20064
1057,1,1,11,16:23:50,22.470,22470
1057,842,1,11,16:23:55,20.156,20156
1057,822,1,11,16:24:08,20.356,20356
1057,817,1,11,16:24:12,20.082,20082
1057,830,1,12,16:25:37,19.769,19769
1057,815,1,13,16:27:25,21.874,21874
1057,8,1,13,16:27:59,20.048,20048
1057,20,1,18,16:36:33,19.841,19841
1057,4,2,34,17:09:13,19.983,19983
1057,841,2,34,17:09:14,20.193,20193
1057,847,2,34,17:09:15,20.029,20029
1057,854,2,34,17:09:16,1:09.761,69761
1057,853,2,34,17:11:01,21.958,21958
1057,854,3,44,17:28:35,21.587,21587
1057,853,3,44,17:29:37,24.780,24780
1057,815,2,47,17:33:39,15.277,15277
1057,1,2,47,17:33:39,15.432,15432
1057,20,2,47,17:33:42,14.945,14945
1057,842,2,47,17:33:45,15.085,15085
1057,844,2,47,17:33:48,15.092,15092
1057,852,2,47,17:33:50,14.943,14943
1057,846,2,47,17:33:53,15.866,15866
1057,832,2,47,17:33:56,15.119,15119
1057,817,2,47,17:34:01,14.994,14994
1057,4,3,47,17:34:03,15.432,15432
1057,8,2,47,17:34:05,15.064,15064
1057,841,3,47,17:34:07,14.881,14881
1057,822,2,47,17:34:08,21.346,21346
1057,847,3,47,17:34:08,21.438,21438
1057,853,4,46,17:34:18,15.054,15054
1057,854,4,47,17:35:06,15.058,15058
1057,815,3,48,17:36:45,33:18.466,1998466
1057,1,3,48,17:36:47,33:20.923,2000923
1057,20,3,48,17:36:49,33:20.416,2000416
1057,842,3,48,17:36:52,33:21.830,2001830
1057,844,3,48,17:36:53,33:22.544,2002544
1057,852,3,48,17:36:55,33:23.526,2003526
1057,846,3,48,17:36:57,33:30.409,2010409
1057,832,3,48,17:36:58,33:32.724,2012724
1057,817,3,48,17:37:00,33:35.163,2015163
1057,4,4,48,17:37:04,33:34.526,2014526
1057,8,3,48,17:37:06,33:36.437,2016437
1057,841,4,48,17:37:08,33:37.324,2017324
1057,849,2,48,17:37:10,34:08.175,2048175
1057,822,3,48,17:37:13,33:55.229,2035229
1057,847,4,48,17:37:18,33:56.172,2036172
1057,853,5,47,17:37:20,30:28.965,1828965
1057,854,5,48,17:37:47,33:34.176,2014176
1057,853,6,48,18:09:58,1:26.440,86440
1059,844,1,14,15:26:59,30.798,30798
1059,852,1,15,15:28:52,30.226,30226
1059,854,1,15,15:29:09,31.457,31457
1059,817,1,16,15:30:21,29.951,29951
1059,822,1,17,15:31:34,30.572,30572
1059,832,1,17,15:32:00,30.534,30534
1059,842,1,17,15:32:01,30.781,30781
1059,847,1,17,15:32:17,30.092,30092
1059,830,1,18,15:33:10,29.803,29803
1059,4,1,18,15:33:49,31.288,31288
1059,849,1,18,15:34:01,29.775,29775
1059,1,1,19,15:34:46,30.263,30263
1059,815,1,24,15:43:14,29.682,29682
1059,846,1,24,15:43:44,30.531,30531
1059,839,1,28,15:50:47,30.207,30207
1059,841,1,28,15:50:48,30.586,30586
1059,853,1,31,15:56:17,30.983,30983
1059,830,2,32,15:56:20,30.123,30123
1059,8,1,33,15:59:18,31.327,31327
1059,840,1,34,16:00:37,30.996,30996
1059,20,1,37,16:05:29,31.069,31069
1059,844,2,38,16:07:29,31.368,31368
1058,844,1,1,15:04:22,28.386,28386
1058,849,1,1,15:04:58,26.419,26419
1058,853,1,21,15:28:40,22.759,22759
1058,841,1,23,15:30:50,21.210,21210
1058,847,1,25,15:33:03,37.309,37309
1058,815,1,26,15:33:46,23.477,23477
1058,849,2,25,15:34:10,21.953,21953
1058,852,1,26,15:34:15,21.234,21234
1058,847,2,26,15:34:49,46.315,46315
1058,822,1,27,15:34:56,21.752,21752
1058,4,1,27,15:35:25,21.131,21131
1058,20,1,27,15:35:28,21.546,21546
1058,1,1,28,15:35:48,21.219,21219
1058,840,1,28,15:36:35,20.936,20936
1058,830,1,29,15:36:53,20.936,20936
1058,846,1,31,15:39:53,21.692,21692
1058,854,1,33,15:43:09,22.400,22400
1058,8,1,36,15:46:10,21.227,21227
1058,839,1,36,15:46:14,21.238,21238
1058,844,2,37,15:47:22,21.924,21924
1058,832,1,41,15:51:48,21.226,21226
1058,817,1,41,15:52:04,21.410,21410
1058,815,2,54,16:06:26,20.961,20961
1058,1,2,69,16:23:22,21.640,21640
1060,841,1,1,15:04:39,21.129,21129
1060,852,1,12,15:18:55,21.145,21145
1060,842,1,13,15:20:04,22.564,22564
1060,840,1,14,15:21:20,21.391,21391
1060,20,1,17,15:24:54,21.086,21086
1060,853,1,27,15:37:15,22.000,22000
1060,817,1,29,15:38:55,21.151,21151
1060,841,2,29,15:39:18,27.122,27122
1060,846,1,30,15:39:39,26.474,26474
1060,822,1,30,15:39:41,21.071,21071
1060,847,1,30,15:40:16,21.606,21606
1060,1,1,31,15:40:45,21.005,21005
1060,830,1,32,15:41:42,21.090,21090
1060,815,1,32,15:42:28,21.735,21735
1060,4,1,32,15:42:41,22.663,22663
1060,849,1,33,15:44:01,21.152,21152
1060,844,1,34,15:44:47,21.143,21143
1060,854,1,34,15:45:26,21.798,21798
1060,8,1,37,15:48:30,21.896,21896
1060,842,2,45,15:57:48,20.850,20850
1060,853,2,45,15:58:58,23.182,23182
1060,840,2,46,15:59:19,21.472,21472
1060,832,1,48,16:01:07,21.431,21431
1060,20,2,49,16:02:39,20.841,20841
1060,852,2,51,16:04:57,26.604,26604
1060,1,2,53,16:06:32,21.421,21421
1060,830,2,60,16:14:03,21.236,21236
1061,844,1,2,15:07:57,34:07.731,2047731
1061,1,1,2,15:08:00,34:08.376,2048376
1061,822,1,2,15:08:02,34:09.149,2049149
1061,846,1,2,15:08:03,34:12.218,2052218
1061,817,1,2,15:08:05,34:11.281,2051281
1061,20,1,2,15:08:08,34:15.222,2055222
1061,4,1,2,15:08:10,34:18.580,2058580
1061,832,1,2,15:08:12,34:19.122,2059122
1061,8,1,2,15:08:14,34:22.984,2062984
1061,839,1,2,15:08:16,34:26.994,2066994
1061,840,1,2,15:08:18,34:27.861,2067861
1061,842,1,2,15:08:21,34:27.244,2067244
1061,841,1,2,15:08:22,34:30.250,2070250
1061,847,1,2,15:08:25,34:32.543,2072543
1061,852,1,2,15:08:28,34:35.695,2075695
1061,854,1,2,15:08:30,34:35.728,2075728
1061,849,1,2,15:08:32,34:37.164,2077164
1061,853,1,2,15:08:35,34:36.977,2076977
1061,815,1,2,15:08:37,34:36.405,2076405
1061,8,2,18,16:09:59,28.110,28110
1061,815,2,18,16:10:00,27.892,27892
1061,847,2,18,16:10:03,27.812,27812
1061,20,2,18,16:10:08,28.145,28145
1061,839,2,19,16:11:30,28.772,28772
1061,849,2,19,16:11:41,27.543,27543
1061,817,2,20,16:12:48,28.817,28817
1061,846,2,21,16:14:08,31.706,31706
1061,822,2,22,16:15:42,28.209,28209
1061,840,2,23,16:17:39,28.213,28213
1061,841,2,23,16:17:51,28.137,28137
1061,4,2,24,16:19:10,29.743,29743
1061,854,2,24,16:20:00,29.319,29319
1061,853,2,25,16:21:37,29.253,29253
1061,1,2,27,16:23:17,40.266,40266
1061,832,2,28,16:25:06,37.509,37509
1061,842,2,28,16:25:29,28.685,28685
1061,844,2,29,16:26:18,28.433,28433
1061,852,2,30,16:28:42,29.134,29134
1061,815,3,38,16:41:17,27.848,27848
1061,842,3,46,16:53:40,28.180,28180
1061,815,4,48,16:56:54,29.082,29082
1062,830,1,1,15:05:21,22.569,22569
1062,853,1,1,15:05:28,23.715,23715
1062,846,1,1,15:05:33,38.267,38267
1062,841,1,1,15:05:53,26.573,26573
1062,1,1,2,15:07:57,24:09.259,1449259
1062,839,1,2,15:07:59,24:10.190,1450190
1062,20,1,2,15:08:02,24:11.890,1451890
1062,832,1,2,15:08:04,24:12.527,1452527
1062,852,1,2,15:08:08,24:13.630,1453630
1062,849,1,2,15:08:10,24:14.435,1454435
1062,4,1,2,15:08:13,24:14.979,1454979
1062,847,1,2,15:08:17,24:17.487,1457487
1062,8,1,2,15:08:20,24:17.844,1457844
1062,854,1,2,15:08:22,24:17.042,1457042
1062,842,1,2,15:08:25,24:17.615,1457615
1062,817,1,2,15:08:28,24:17.127,1457127
1062,830,2,2,15:08:31,24:16.349,1456349
1062,853,2,2,15:08:34,24:17.420,1457420
1062,841,2,2,15:08:38,24:16.349,1456349
1062,839,2,3,15:34:31,39.522,39522
1062,20,2,3,15:34:31,40.882,40882
1062,832,2,3,15:34:32,42.786,42786
1062,852,2,3,15:34:33,40.740,40740
1062,849,2,3,15:34:34,39.081,39081
1062,4,2,3,15:34:40,37.122,37122
1062,847,2,3,15:34:41,29.374,29374
1062,8,2,3,15:34:41,35.451,35451
1062,854,2,3,15:34:42,36.813,36813
1062,842,2,3,15:34:43,39.839,39839
1062,817,2,3,15:34:43,34.492,34492
1062,830,3,3,15:34:44,35.245,35245
1062,841,3,3,15:34:48,36.899,36899
1062,1,2,4,15:36:34,21.731,21731
1062,841,4,11,15:46:53,29.191,29191
1062,8,3,15,15:52:26,36.457,36457
1062,1,3,19,15:58:08,21.516,21516
1062,817,3,20,15:59:29,21.623,21623
1062,830,4,20,15:59:31,21.047,21047
1062,847,3,21,16:00:52,22.186,22186
1062,852,3,22,16:02:06,21.819,21819
1062,849,3,23,16:03:29,22.704,22704
1062,842,3,30,16:13:24,21.295,21295
1062,832,3,32,16:15:52,21.951,21951
1062,841,5,33,16:18:12,21.874,21874
1062,854,3,34,16:19:34,22.113,22113
1062,20,3,36,16:21:14,22.703,22703
1062,839,3,37,16:22:34,21.642,21642
1062,4,3,39,16:25:35,21.523,21523
1062,830,5,40,16:27:50,20.848,20848
1062,1,4,47,16:36:41,21.208,21208
1062,8,4,53,16:45:57,21.172,21172
1062,842,4,68,17:05:56,21.543,21543
1064,854,1,4,15:08:42,35.573,35573
1064,815,1,8,15:13:52,19.287,19287
1064,20,1,10,15:16:24,18.664,18664
1064,1,1,20,15:28:18,19.770,19770
1064,830,1,21,15:29:30,19.142,19142
1064,849,1,23,15:33:19,20.646,20646
1064,842,1,24,15:33:50,19.163,19163
1064,841,1,27,15:38:13,19.049,19049
1064,847,1,27,15:38:14,18.634,18634
1064,840,1,27,15:38:17,19.389,19389
1064,817,1,30,15:42:01,19.449,19449
1064,822,1,31,15:42:24,18.873,18873
1064,832,1,31,15:42:58,20.327,20327
1064,839,1,31,15:43:12,19.240,19240
1064,852,1,31,15:43:30,19.850,19850
1064,854,2,30,15:43:39,24.578,24578
1064,4,1,33,15:45:41,19.018,19018
1064,841,2,33,15:46:17,20.043,20043
1064,853,1,33,15:46:35,19.999,19999
1064,844,1,34,15:46:39,19.490,19490
1064,1,2,39,15:52:19,18.868,18868
1064,830,2,40,15:53:30,18.578,18578
1064,9,1,40,15:55:29,19.708,19708
1064,846,1,42,15:57:26,20.443,20443
1064,20,2,44,16:00:37,18.681,18681
1064,815,2,47,16:03:51,18.555,18555
1064,822,2,67,16:27:35,21.730,21730
1064,1,3,70,16:30:49,19.202,19202
1064,847,2,68,16:30:57,25.533,25533
